title,slug,category,description,headerImage,credit,artist_ids,gene_ids,tag_id,keyword,price_guidance,show_on_editorial
Pablo Picasso: Honoré de Balzac,pablo-picasso-honore-de-balzac,Modern,"<p><a href=""https://www.artsy.net/artist/pablo-picasso"">Pablo Picasso</a> was so enamored by the works of the 19th-century writer and playwright Honoré de Balzac that the artist even believed himself to be haunted by Balzac’s ghost. Picasso’s fascination with the Frenchman bordered on obsession—when Picasso needed a new studio in 1937, he chose to move into a 17th-century townhouse at 7 Rue des Grands-Augustin in Paris, the very same flat where Balzac sets the opening scene to his macabre story, <i>The Hidden Masterpiece</i>. Throughout his career, Picasso paid homage to the writer—from cheeky illustrations for Balzac’s short story <i>Le Chef-d’œuvre Inconnu</i> to lithographs portraying Balzac in caricature. Knowing the artist’s soft spot for the writer, in 1954 the Paris-based printing workshop Verve commissioned the artist to illustrate Balzac’s masterwork, <i>La Comédie Humaine</i>. Picasso sketched dozens of playful vignettes of post-Napoleonic French life, which he also produced as color lithographs and black-and-white heliogravures.</p>",http://files.artsy.net/images/pablo-picasso-honore-de-balzac.png,"<p>&copy; Pablo Picasso / Artist Rights Society (ARS), New York, NY.</p>",4d8b928b4eb68a1b2c0001f2,,,"Balzac, La Comédie Humaine, Le Chef-d’œuvre Inconnu",,
Josef Albers: Mitered Squares,josef-albers-mitered-squares,Abstract Art,"<p>In his series “Mitered Squares” (1976), <a href=""https://www.artsy.net/artist/josef-albers"">Josef Albers</a> offers a variation of his iconic “<a href=""https://www.artsy.net/collection/josef-albers-homage-to-the-square"">Homage to the Square</a>” motif, adding diagonal lines to give a sense of depth to the composition. Produced in collaboration with the master printmaker Kenneth Tyler, the 12 silkscreens in the portfolio exemplify Albers’s mastery of color. Albers—who taught color theory throughout his career—named each “Mitered Squares” after a pastel shade, such as lemon, butter, lime, cold teal, Miami green, apricot, and fog. With the small edition size of 36, the full portfolio is rare on the art market—and can be found in the permanent collections of the Metropolitan Museum of Art and MoMA.</p>",http://files.artsy.net/images/josefalbersmiteredsquares.png,"<p>&copy; Josef Albers / Artist Rights Society (ARS), New York, NY.</p>",4d8b92884eb68a1b2c0001d6,,,Mitered,,
Joan Mitchell: Lithographs,joan-mitchell-lithographs,Abstract Art,"<p>In 1981, <a href=""https://www.artsy.net/artist/joan-mitchell"">Joan Mitchell</a> traveled to New York to collaborate with the esteemed printmaker Kenneth Tyler, who had convinced the Abstract Expressionist that the most fitting printmaking technique for her gestural style was lithography. While Mitchell’s earlier prints, mostly silkscreens and etchings, were typically dull or neutral in color, her first series of lithographs were vibrant, filled with cobalt blues, lime greens, and neon yellows. Some prints would feature as many as 10 different hues. “Don’t give me any of your gooey guck colors,” Tyler <a href=""https://kennethtylercollection.net/2010/09/15/joan-mitchell-the-blueness-of-blue/"">remembers</a> Mitchell telling him in the studio. A decade later, Mitchell collaborated with Tyler—who had become one of her lifelong friends—on a second portfolio of lithographs. For these works, she focused on her favorite natural subjects—trees, sunflowers, weeds, and fields—and created the largest prints of her career, measuring as large as 51 by 79 inches. Sadly, Mitchell was diagnosed with advanced lung cancer while working on the series in 1992, making these works among the last the artist completed before passing away later that year.</p>",http://files.artsy.net/images/joanmitchelllithographs.png,"<p>Joan Mitchell, <i>Untitled (Fresh Air School)</i>, 1972. Courtesy of Graves International Art.</p>",4dd16550ee6a4e0001000757,,,Lithograph,,
"Le Corbusier: Unité, Planche",le-corbusier-unite-planche,Modern,"<p>In 1965, <a href=""https://www.artsy.net/artist/le-corbusier"">Le Corbusier</a> revisited a series of pastel sketches he drew a decade earlier in 1953, turning them into a portfolio of 20 etchings and aquatints known as “Unité, Planche.” Produced in collaboration with Atelier Crommelynck printing workshop in Paris, the “Unité, Planche” works are an homage to the Purism art movement, which Le Corbusier founded alongside the artist <a href=""https://www.artsy.net/artist/amedee-ozenfant"">Amédée Ozenfant</a> in the 1910s and ’20s. As a Purist, Le Corbusier wanted to simplify the extravagant geometric abstractions of the Cubists, instead using organic, elemental shapes to create still lifes and portraits of women—both of which can be found in “Unité, Planche.” While some of the prints in “Unité, Planche” are black and white, many others feature technicolor backgrounds. After all, Le Corbusier once said, “Color is an immediate and spontaneous expression of life.”</p>",http://files.artsy.net/images/lecorbusieruniteplanche.png,"<p>&copy; Le Corbusier / Artist Rights Society (ARS), New York, NY.</p>",4fab3cf6abf8bb000100087b,,,Planche,,
Marc Quinn: Irises,marc-quinn-irises,Contemporary,"<p>“The etymology of ‘iris’ is derived from the Greek word for ‘rainbow,’” <a href=""https://www.artsy.net/artist/marc-quinn"">Marc Quinn</a> once <a href=""http://marcquinn.com/artworks/irises"">explained</a>. “And the colors [of the iris], even in quite subtle, dark colors, there is a kind of celebration of individuality.” In 2009, Quinn began creating large-scale, hyperrealistic paintings of the human eye, capturing how the rainbows of the irises transform suddenly into the black void of the pupil. To create these hypnotic images, Quinn takes close-up photographs of his models’ eyes using a macro-lens—fashion legends Stella McCartney, Sarah Burton, and Karl Lagerfeld all posed for the series—and then paints these “mirrors of the souls” on circular canvases using an airbrush technique. Quinn later integrated images of world maps into his iris paintings and prints, inviting viewers to consider how the rise of globalism impacts the way they see the world.</p>",http://files.artsy.net/images/marcquinnirises.png,"<p>Marc Quinn, <i>Unique Mesosphere</i>, 2018. Courtesy of Manifold Editions.</p>",4d8b928d4eb68a1b2c00020e,,,Eye,,
Chuck Close: Daguerreotypes and Woodburytypes,chuck-close-daguerreotypes,Contemporary,"<p>“Vanity goes out the window,” <a href=""https://www.lensculture.com/articles/chuck-close-a-couple-ways-of-doing-something"">said</a> <a href=""https://www.artsy.net/artist/chuck-close"">Chuck Close</a> of daguerreotypes and Woodburytypes, the obsolete 19th-century photography methods that Close uses to render his subjects in raw, sometimes unflattering detail. In the late 1990s, Close began experimenting with these traditional, red-sensitive photography methods, whose white-hot flash can highlight imperfections like sunspots, frown lines, or blemishes. “The flashes are so intense your eyes slam shut. It’s like having an ice pick shoved in your eyeball,” Close once <a href=""https://www.lensculture.com/articles/chuck-close-a-couple-ways-of-doing-something"">explained</a>. Despite the discomfiting process (during which Close can smell the hair of his subjects burning after the extraordinary flash), he’s managed to convince a notable tribe to pose for him, including politicians and celebrities like President Barack Obama, <a href=""https://www.artsy.net/collection/chuck-close-brad-pitt"">Brad Pitt</a>, and <a href=""https://www.artsy.net/collection/chuck-close-kate-moss"">Kate Moss</a>, and several artist–friends like James Turrell, Kiki Smith, and Cecily Brown. The resulting images are intimate, real, and captivating—the result of Close’s 21st-century approach to an antiquated technology.</p>",http://files.artsy.net/images/chuck-close-kate-moss.png,"<p>Chuck Close, <i>Kate</i>, 2012. Courtesy of Two Palms.</p>",4db345146c0cee6648000027,,,"Daguerreotype, Woodburytype, Daguerreotypes, Woodburytypes",7500,TRUE
Tom Wesselmann: Nudes,tom-wesselmann-nudes,Pop Art,"<p>“I don’t depict nudes from any sociological, cultural, or emotional intention,” <a href=""https://www.artsy.net/artist/tom-wesselmann"">Tom Wesselmann</a> once <a href=""https://nationalpost.com/entertainment/robert-fulford-pop-artist-tom-wesselmanns-work-is-a-nude-awakening"">explained</a>. “The nude, I feel, is a good way to be aggressive, figuratively. I want to stir up intensive, explosive reactions in the viewers.” Wesselmann began painting nude women in 1959, rejecting the prevailing style of Abstract Expressionism in favor of graphic, provocative portraits. Perfectly fit for the sexual revolution of the 1960s, Wesselmann’s nudes often recline in suggestive poses, but with a comedic twist. His figures (many of whom are modeled after his wife, Claire Selley) boast exaggerated tan lines, drawing the viewer’s attention to their breasts and pubis. From his first series of nudes “Great American Nude” (1961–73) to his last “Sunset Nudes”(2003–04), Wesselmann experimented with new techniques (such as laser-cut steel drawings) and compositions (such as unconventional close-ups of the body) to discover new ways of tantalizing viewers with the female form. In 2008, Wesselmann’s playful rendition of art history’s classic odalisque figure, <i>Great American Nude No. 48</i> (1963), fetched $10.7 million at Sotheby’s, setting a record for the artist.</p>",http://files.artsy.net/images/tomwesselmannnude.png,"<p>Tom Wesselmann, <i>Sunset Nude, Yellow Tulips, Yellow Curtain</i>, 2003. Courtesy of Almine Rech Gallery.</p>",4d8b927b4eb68a1b2c000148,nude,,,,
Roy Lichtenstein: Posters,roy-lichtenstein-posters,Artist Posters,"<p>Over the course of his career, <a href=""https://www.artsy.net/artist/roy-lichtenstein"">Roy Lichtenstein</a> designed 70 posters to promote music and film festivals, political campaigns, nonprofit organizations, his own exhibitions, and more. Released in 1962, Lichtenstein’s first poster depicts a series of shaking hands, which celebrated his inaugural exhibition at the influential Leo Castelli Gallery. Since the posters were folded and sent by mail, these early exhibition advertisements (or “mailers”) are creased at the centerfold—a remnant from this bygone era of gallery advertising. By the mid-1960s, Lichtenstein’s cartoon aesthetic turned him into a household name, and the Pop artist began receiving commissions from institutions across the country—from New York’s Lincoln Center to Hollywood’s 20th Century Fox—to design their posters as well. In later decades, Lichtenstein would go on to leverage his worldwide fame to champion humanitarian causes and political campaigns. For example, his poster <i>Oval Office</i> (1992) was part of a fundraiser to support 10 female candidates running for the United States Senate.</p>",http://files.artsy.net/images/lichtenstein-posters.png,"<p>Roy Lichtenstein, <i>Crak!</i>, 1963. Courtesy of ArtWise.</p>",4d8b92734eb68a1b2c00010c,poster,,,,
Karel Appel: Animals,karel-appel-animals,Modern,"<p>Animals were among <a href=""https://www.artsy.net/artist/karel-appel"">Karel Appel</a>’s most beloved subject matter, and the CoBrA artist depicted birds, dogs, snakes, caterpillars, fish, crocodiles, and elephants throughout his career. His favorite animals to paint were cats, which the artist vivaciously portrayed through wide, multi-hued brushstrokes that transformed the pet into abstract forms. For Appel, painting these creatures was an instinctual and even animalistic act. “I never try to make a painting,” he <a href=""https://www.guggenheim.org/artwork/238"">explained</a> in 1956. “It is a howl, it is naked, it is like a child, it is a caged tiger.” In 2012, Appel’s <i>Two Birds and a Flower</i> (1951) set the auction record for the artist, selling for over $950,000 at a Christie’s auction.</p>",http://files.artsy.net/images/karelappelanimals.png,"<p>&copy; Karel Appel / Artist Rights Society (ARS), New York, NY.</p>",,,,,,
Sol LeWitt: Brushstrokes,sol-lewitt-brushstrokes,Abstract Art,"<p>In the 1990s, <a href=""https://www.artsy.net/artist/sol-lewitt"">Sol LeWitt</a> departed from <a href=""https://www.artsy.net/collection/sol-lewitt-cubes"">cubes</a> and geometric lines to depict wavy, free-flowing brushstrokes. Though LeWitt rarely executed his works (such as his iconic <a href=""https://www.artsy.net/collection/sol-lewitt-wall-drawings"">wall drawings</a>) by hand, the conceptual artist decided to paint these squiggly brushstrokes himself, creating original gouache compositions that are now among his most desirable works on the market. His painting <i>Wavy Brushstroke</i> (1995) set the auction record for the series, selling for nearly $750,000 at Sotheby’s in 2014. Between 1993 and 1997, LeWitt also experimented with his brushstrokes motif through printmaking, repeating the forms in different orientations, colors, and techniques, such as etching, silkscreen, and photolithography. These prints—which can be found in the permanent collections of MoMA, SFMoMA, the Whitney Museum of American Art, and more—capture LeWitt’s obsession with single shapes that can take on infinite configurations.</p>",http://files.artsy.net/images/sol-lewitt-brushstrokes.png,"<p>&copy; Sol LeWitt / Artist Rights Society (ARS), New York, NY.</p>",4ddd6d63852e27000100079f,,,"Brushstroke, Brushstrokes",,
Andy Warhol: Ingrid Bergman,andy-warhol-ingrid-bergman,Pop Art,"<p>In 1983, <a href=""https://www.artsy.net/artist/andy-warhol"">Andy Warhol</a> was commissioned by a Swedish art gallery to portray one of the country’s most famous starlets: Ingrid Bergman. Warhol, who famously painted <a href=""https://www.artsy.net/collection/andy-warhol-celebrity-portraits"">celebrities</a> like <a href=""https://www.artsy.net/collection/andy-warhol-marilyn-monroe"">Marilyn Monroe</a>, <a href=""https://www.artsy.net/collection/andy-warhol-elvis-presley"">Elvis Presley</a>, and <a href=""https://www.artsy.net/collection/andy-warhol-elizabeth-taylor"">Elizabeth Taylor</a> in the 1960s, had developed a new style of portraiture in the 1980s. During this era, Warhol would illustrate details in the face, hair, and clothing through delicate outlines—an homage to his early career as a commercial <a href=""https://www.artsy.net/collection/andy-warhol-illustrations"">illustrator</a>—and fill his backgrounds with bold, geometric blocks of color. Using this approach, Warhol created three portraits of Bergman: <i>With Hat</i>, <i>The Nun</i>, and <i>Herself</i>, finding source images for each portrayal from the classic film <i>Casablanca</i> (1942), the silent picture <i>The Bell of St. Mary’s</i> (1945), and a publicity photograph of the actress.</p>",http://files.artsy.net/images/andywarholingridberman.png,"<p>&copy; Andy Warhol / Artist Rights Society (ARS), New York, NY.</p>",4d8b92b34eb68a1b2c0003f4,,,Ingrid Bergman,,
Christo and Jeanne-Claude: Wrapped Statues,christo-wrapped-statues,Contemporary,,http://files.artsy.net/images/christo-wrapped-statues.png,"<p>Christo and Jeanne-Claude, <i>WRAPPED STATUES</i>, 1988. Courtesy of Gallery Art.</p>","4e9735f27d142c0001000fbc, 4f0648328501fa10ca00042c, 5885293d9c18db30cc004397",,,wrapped statues,,
Christo and Jeanne-Claude: Wrapped Volkswagen,christo-wrapped-volkswagen,Contemporary,,http://files.artsy.net/images/christo-wrapped-volkswagon.png,"<p>Christo and Jeanne-Claude, <i>Wrapped Volkswagen, Project for 1961 Volkswagen Beetle Saloon</i>, 2013. Courtesy of Schellmann Art.</p>","4e9735f27d142c0001000fbc, 4f0648328501fa10ca00042c, 5885293d9c18db30cc004397",,,wrapped volkswagen,,
Christo and Jeanne-Claude: Wrapped Reichstag,christo-wrapped-reichstag,Contemporary,,http://files.artsy.net/images/christojeanneclaudewrappedreichstag.png,"<p>Christo and Jeanne-Claude, <i>Reichstag Westportal Frontal</i>, 1990-2000. Courtesy of ARTEDIO.</p>","4e9735f27d142c0001000fbc, 4f0648328501fa10ca00042c, 5885293d9c18db30cc004397",,,wrapped reichstag,,
Abstract Expressionism: Works on Paper,abstract-expressionism-works-on-paper,Abstract Art,"<p>Though Abstract Expressionists are best known for large-scale paintings, their innovations in printmaking were similarly monumental. Bringing a sense of spontaneity to the printing press, these artists invented new techniques to render their iconic splatters, drips, and stains onto paper. <a href=""https://www.artsy.net/artist/willem-de-kooning"">Willem de Kooning</a> took a <a href=""https://www.artsy.net/collection/willem-de-kooning-lithographs"">radical approach to lithography</a>, using a cleaning mop as a giant paintbrush to create some of his designs. By working on wet sheets of paper, <a href=""https://www.artsy.net/artist/helen-frankenthaler"">Helen Frankenthaler</a> invented a new form of woodcut printing that enabled colors to wash onto paper in soft, textured gradients. So enraptured by printmaking, <a href=""https://www.artsy.net/artist/sam-francis"">Sam Francis</a> even opened his own <a href=""https://www.artsy.net/collection/sam-francis-lithographs"">lithography workshop</a> in Santa Monica in 1970. Below, discover a curated selection of gestural prints by de Kooning, Frankenthaler, Francis, and more. These standout, intimate works on paper can bring this groundbreaking era of art history into your home.</p>",http://files.artsy.net/images/abexworksonpaper2.png,"<p>Paul Jenkins, <i>Untitled</i>, 1971. Courtesy of RoGallery.</p>",,abstract-expressionism-works-on-paper,,,1000,TRUE
Alex Katz: Portraits,alex-katz-portraits,Pop Art,"<p>In the 1950s, when the prominent style was Abstract Expressionism, <a href=""http://artsy.net/artist/alex-katz"">Alex Katz</a> made a radical artistic statement by choosing a more traditional subject: people. His “big face portraits,” as they were affectionately called at the time, were almost always larger than life in size, reflective of the monumental canvases beloved by his Abstract Expressionist peers. Katz’s early portraits also marked the beginning of the Pop art movement. Much like <a href=""https://www.artsy.net/artist/andy-warhol"">Andy Warhol</a>, Katz found inspiration in mass media, borrowing the graphic aesthetic of the advertising world and the cinematic compositions of the film industry. Even his portraits of his wife <a href=""http://artsy.net/collection/alex-katz-ada"">Ada</a> (of which there are over 200) reflect the Pop art obsession with celebrity. “When [Ada] was young she went to the movies and was very influenced,” Katz <a href=""https://www.scmp.com/magazines/style/people-events/article/2144031/alex-katz-captures-new-yorkers-daily-life-cool-way"">once explained</a>. “All her gestures come out of movies...I am really lucky!”</p>",http://files.artsy.net/images/alex-katz-portraits.png,"<p>Alex Katz, <i>The Black Dress Cutouts</i>, 2018. Courtesy of Meyerovich Gallery.</p>",4d8d120c876c697ae1000046,portrait,,,1500,TRUE
Alexander Calder: Lithographs,alexander-calder-lithographs,Modern,"<p>Although <a href=""https://www.artsy.net/artist/alexander-calder"">Alexander Calder</a> might be best known for his <a href=""https://www.artsy.net/collection/alexander-calder-mobiles"">wire mobiles</a>, the artist was also an avid printmaker at the end of his career. Featuring primary colors, geometric lines and spirals, and flattened biomorphic shapes, the imagery in Calder’s lithographs is often reminiscent of his sculptural work. While many of Calder’s prints may initially appear abstract, a closer look will reveal symbols of people, plants, and animals. Calder even used his prints for political activism—in 1967 and 1969, Calder produced posters protesting the Vietnam War.</p>",http://files.artsy.net/images/alexandercalderlithographs.png,"<p>&copy; Alexander Calder / Artist Rights Society (ARS), New York, NY.</p>",4dde70a1306f6800010036ef,lithograph-1,,,350,TRUE
Andy Warhol: Portraits,andy-warhol-portraits,Pop Art,"<p>“I’ve never met a person I couldn’t call a beauty,” <a href=""https://www.artsy.net/artist/andy-warhol"">Andy Warhol</a> famously wrote in 1975. Indeed, Warhol’s silkscreen portraits are almost always idealized, portraying his subject’s features in simplified, colorful shapes. Muses for Warhol’s iconic portraits include the actresses <a href=""https://www.artsy.net/collection/andy-warhol-marilyn-monroe"">Marilyn Monroe</a>, Elizabeth Taylor, and Ingrid Bergman; the musicians Elvis Presley, <a href=""https://www.artsy.net/collection/andy-warhol-mick-jagger"">Mick Jagger</a>, and Aretha Franklin; the political figures John F. Kennedy, Chairman <a href=""https://www.artsy.net/collection/andy-warhol-mao"">Mao</a>, and Queen Elizabeth; and the New York socialites Olga Berde Mahl, Cindy Pritzker, and Georges Marciano. In addition to his celebrity portraits, Warhol also produced a number of <a href=""https://www.artsy.net/collection/andy-warhol-self-portraits"">self-portraits</a>. Created just months before his death, his <i>Fright Wig</i> (1986) self-portraits are perhaps the most famous example, capturing the artist with a shocked expression staring at the viewer. The series is also among Warhol’s top auction highlights, surpassing $30 million in a Christie’s sale in 2018.</p>",http://files.artsy.net/images/andywarholmarilynmonroeportrait.png,"<p>&copy; Andy Warhol / Artist Rights Society (ARS), New York, NY.</p>",4d8b92b34eb68a1b2c0003f4,portrait,,,500,TRUE
Art Gifts,art-gifts,Contemporary,"<p>A beach towel by <a href=""https://www.artsy.net/artist/yayoi-kusama"">Yayoi Kusama</a>, a classic print by <a href=""https://www.artsy.net/artist/alexander-calder"">Alexander Calder</a>, or a piggy bank by <a href=""https://www.artsy.net/artist/yoshitomo-nara"">Yoshitomo Nara</a>—there are many ways to give the gift of art. Below, discover creative presents that your loved ones will treasure for years to come.</p>",http://files.artsy.net/images/yoshitomonaraaomorikendogpiggybank.png,"<p>Yoshitomo Nara, <i>Aomori-ken Dog Piggy Bank</i>, 2015. Courtesy of Artware Editions.</p>",,art-gifts,,,100,TRUE
Art Inspired by Cartoons,art-inspired-by-cartoons,Street Art,"<p>From SpongeBob SquarePants to Snoopy, many beloved childhood cartoons have made an impact on the history of art. <a href=""https://www.artsy.net/artist/roy-lichtenstein"">Roy Lichtenstein</a> was the first to transform the aesthetic of comic strips into fine art when he painted fighter jets, <a href=""https://www.artsy.net/collection/roy-lichtenstein-crying-girl"">crying girls</a>, and kissing couples in brightly-colored dots and stripes. His Pop contemporary <a href=""https://www.artsy.net/artist/andy-warhol"">Andy Warhol</a> grew up obsessed with comic books and portrayed <a href=""https://www.artsy.net/collection/andy-warhol-superman"">Superman</a> flying through the air as an homage to his childhood hero. For contemporary artists, Walt Disney’s Mickey Mouse has been especially influential, appearing in prints by <a href=""https://www.artsy.net/artist/keith-haring"">Keith Haring</a>, <a href=""https://www.artsy.net/artist/damien-hirst"">Damien Hirst</a>, <a href=""https://www.artsy.net/artist/banksy"">Banksy</a>, and more. <a href=""https://www.artsy.net/artist/kaws"">KAWS</a> and <a href=""https://www.artsy.net/artist/takashi-murakami"">Takashi Murakami</a> have even invented their own versions of the classic cartoon, naming their creations <i><a href=""https://www.artsy.net/collection/kaws-companions"">Companion</a></i> and <i><a href=""https://www.artsy.net/collection/takashi-murakami-mr-dob"">Mr. DOB</a></i> respectively. Below, discover a curated selection of works inspired by cartoons, providing a new spin on some of the world’s most recognizable characters.</p>",http://files.artsy.net/images/artinspiredbycartoons1.png,"<p>Laurent de Brunhoff, <i>What Could Be Better That Skiing in Winter?</i>, 2006. Courtesy of Mary Ryan Gallery, Inc.</p>",,art-inspired-by-cartoons,,,60,TRUE
Artist Skateboard Decks,artist-skateboard-decks,Collectible Sculptures,"<p>In the early 1970s, skate culture and street art became deeply intertwined, and a new medium for artists was born: the skate deck. In earlier days, when skateboarding was still a subculture on the fringe, simply being a skater was enough to set oneself apart from the crowd. However, the growing popularity of the sport pushed many creative skaters to find ways to individualize their boards. Borrowing from motifs and styles popularized by graffiti artists, skaters designed the undersides of their boards an extension of themselves. In the decades since, fine art, street art, and skate culture have become inseparable, with renowned artists like <a href=""https://www.artsy.net/artist/keith-haring"">Keith Haring</a>, <a href=""https://www.artsy.net/artist/shepard-fairey"">Shepard Fairey</a>, <a href=""https://www.artsy.net/artist/yayoi-kusama"">Yayoi Kusama</a>, and <a href=""https://www.artsy.net/artist/yoshitomo-nara"">Yoshitomo Nara</a> reproducing some of their most famous works on the decks of skateboards. </p>",http://files.artsy.net/images/skateboards.png,"<p>Keith Haring, <i>Set of 10</i>, 2012. Courtesy of EHC Fine Art.</p>",,artist-skateboard,,,200,TRUE
"Big Artists, Small Sculptures",collectible-sculptures,Collectible Sculptures,"<p>Today&rsquo;s collectible sculptures&mdash;from KAWS&rsquo;s cartoon Companions to Yayoi Kusama&rsquo;s miniature pumpkins&mdash;have roots in the 1980s New York art scene. The rise of street art filled the city&rsquo;s subways with original graffiti, making art more accessible to the public. This mentality&mdash;that art should be for everyone&mdash;motivated Keith Haring in 1987 to open the Pop Shop, a storefront in Manhattan where the biggest artists of the day like Jean-Michel Basquiat and Kenny Scharf could sell sculptures, prints, and merchandise at affordable prices. Contemporary art stars like Jeff Koons, Takashi Murakami, and Maurizio Cattelan all follow in Haring&rsquo;s tradition, creating small sculptures of their most iconic motifs, perfectly sized for tabletops and shelves in any collector&rsquo;s home.</p>",http://files.artsy.net/images/pumpkinsbigartistsmallsculpture.png,"<p>Yayoi Kusama, <i>Kusama Pumpkins Set</i>, 2015. Courtesy of Gin Huang Gallery.</p>",,big-artists-small-sculptures,,,200,TRUE
Collect by Color: Orange,collect-by-color-orange,Contemporary,"<p>From the polka-dot master <a href=""https://www.artsy.net/artist/yayoi-kusama"">Yayoi Kusama</a> to the wordsmith <a href=""https://www.artsy.net/artist/mel-bochner"">Mel Bochner</a>, many artists have been captivated by the color orange. Below, discover a variety of tangerine prints and paintings, including <a href=""https://www.artsy.net/artist/damien-hirst"">Damien Hirst</a>’s butterflies, <a href=""https://www.artsy.net/artist/beau-carey"">Beau Carey</a>’s desert landscapes, <a href=""https://www.artsy.net/artist/salvador-dali"">Salvador Dalí</a>’s flowers, and <a href=""https://www.artsy.net/artist/richard-anuszkiewicz"">Richard Anuszkiewicz</a>’s optical abstractions. For a blank wall or neutral space, these orange works can be an unexpected and refreshing pop of color.</p>",http://files.artsy.net/images/josefalbersorangesquare.png,"<p>&copy; Josef Albers / Artist Rights Society (ARS), New York, NY.</p>",,collect-by-color-orange,,,1000,TRUE
Collect by Color: Red,collect-by-color-red,Contemporary,"<p>The color red signifies love, luck, energy, and passion in cultures across the globe. From China (where brides wear red on their wedding days) to the United States (where red roses are brought home on Valentine’s Day), the color red can represent the greatest moments and wonders of life. In art history, red has long held significance: Crimson-colored pigment made from ochre was one of the first colors used in prehistoric cave drawings. From graphic texts by <a href=""https://www.artsy.net/artist/barbara-kruger"">Barbara Kruger</a> to abstract etchings by <a href=""https://www.artsy.net/artist/anish-kapoor"">Anish Kapoor</a>, discover vibrant red works that are sure to make a statement, whether hung on your wall or given to the one you love.</p>",http://files.artsy.net/images/collectbycolorred.png,"<p>Marc Quinn, <i>Untitled 04</i>, 2013. Courtesy of DTR Modern Galleries.</p>",,collect-by-color-red,,,500,TRUE
Contemporary Limited Editions,contemporary-limited-editions,Contemporary,"<p>&ldquo;Prints mimic what we are as humans: We are all the same and yet every one is different,&rdquo; explains the contemporary artist Kiki Smith. &ldquo;I think there&rsquo;s a spiritual power in repetition, a devotional quality, like saying rosaries.&rdquo; From Chuck Close to Yayoi Kusama, nearly all of today&rsquo;s leading artists journey into printmaking, creating original limited editions in collaboration with prominent print studios like Pace Prints and Two Palms. Since smaller editions are often more valuable, printers and artists will even destroy the materials that they use to create these works&mdash;whether that be printing plates or photographic negatives&mdash;to make sure that it is impossible to add to the edition later on.</span></p>",http://files.artsy.net/images/contemporarylimitededition2.png,"<p>Yayoi Kusama, <i>Pumpkin 2000 (Red)</i>, 2000. Courtesy of Lougher Contemporary.</p>",,contemporary-limited-editions,,,1000,TRUE
Damien Hirst: Butterflies,damien-hirst-butterflies,Contemporary,"<p>For Damien Hirst, butterflies symbolize death and resurrection. The British artist debuted this motif when he was 26 years old, with his ambitious installation “In and Out of Love”(1991). To showcase the insects’ short lifespan, Hirst invited viewers to watch butterflies emerge from their cocoons, fly around the gallery space, and die before the show’s end. Decades after this career-defining exhibition, Hirst remains fascinated by butterflies. He’s arranged their wings into psychedelic patterns in his kaleidoscope paintings, turned them into stained glass windows in his cathedral prints, presented them neatly in rows for his entomology cabinets, and more. “You have to find universal triggers,” the artist <a href=""http://www.damienhirst.com/texts1/series/butterfly-colour-paintings"">explains</a>, “Everyone’s frightened of glass, everyone’s frightened of sharks, everyone loves butterflies.”</p>",http://files.artsy.net/images/hirst-butterfly-1.png,"<p>Damien Hirst, <i>Your Beauty</i>, 2015. Courtesy of Reuben Colley Fine Art.</p>",4d8b926a4eb68a1b2c0000ae,,,Butterfly,7500,TRUE
Donald Sultan: Poppies,donald-sultan-poppies,Contemporary,"<p>Though <a href=""https://www.artsy.net/artist/donald-sultan"">Donald Sultan</a> portrayed a variety of flowers throughout his career, the Pop artist is most celebrated for his pared-down poppies. These flowers epitomize the Pop art aesthetic: simplified, graphic, and easy to reproduce. To create his poppies, Sultan revived the dated tradition of Western still life painting and combined it with cutting-edge and intensive techniques using hot tar, spackle, and Masonite. Flowers, which often represent fragility and beauty, are realized in harsh industrial materials completely at odds with the subject matter. “The best art contains paradox, whether visual or narrative,” Donald Sultan once explained, and his poppies are a quintessential example of this artistic philosophy.</p>",http://files.artsy.net/images/donaldsultanpoppies.png,"<p>Donald Sultan, <i>12 Colors</i>, 2007. Courtesy of Mary Ryan Gallery, Inc.</p>",4e97688f03078000010022b8,,,Poppy,3000,TRUE
